shortName;sector;industry;ticker;last_price;range_52_weeks;averageVolume10days;dividendYield;est_avg_dividend_yield_3y;exDividendDate;profitMargins;trailingPE;forwardPE;trailingEps;forwardEps;beta;marketCap;mostRecentQuarter;currency
HEDOSOPHIA EUROPEAN GROWTH ORDI;Financial Services;Shell Companies;hega.as;9.899999618530273;9.45 - 10.25;0;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;455399968;N/A;EUR
HEDOSOPHIA EUROPEAN GROWTH UNIT;Financial Services;Shell Companies;hegau.as;9.699999809265137;9.00 - 10.60;130;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;EUR
HEIJMANS;Industrials;Engineering & Construction;heijm.as;10.539999961853027;10.02 - 14.97;79383;0.0864;0.05977229623151159;1649894400;0.040599998;6.7133756;4.9483566;1.57;2.13;1.322611;231179088;1656547200;EUR
HEINEKEN;Consumer Defensive;Beverages—Brewers;heia.as;94.66000366210938;76.31 - 102.99;383446;0.0155;0.012254383637472076;1659484800;0.1515;15.341978;18.030478;6.17;5.25;0.746452;54485827584;1640908800;EUR
HEINEKEN HOLDING;Consumer Defensive;Beverages—Brewers;heio.as;75.0999984741211;61.19 - 83.55;77076;0.0196;0.01544607221796053;1659484800;0.07;12.171799;14.359465;6.17;5.23;0.726111;21631053824;1656547200;EUR
HERMES INTL;Consumer Cyclical;Luxury Goods;rms.pa;1394.0;957.60 - 1,667.04;50195;0.0058;0.004088952654232425;1650844800;0.28488;50.234234;48.185276;27.75;28.93;0.545411;145723179008;1656547200;EUR
HEXAGON COMPOSITES;Consumer Cyclical;Packaging & Containers;hex.ol;29.079999923706055;23.60 - 41.32;211859;N/A;0.0;1524182400;-0.066360004;N/A;-290.8;-1.252;-0.1;1.072374;5842928128;1656547200;NOK
HEXAOM;Consumer Cyclical;Residential Construction;hexa.pa;28.100000381469727;23.80 - 49.98;1827;0.0504;0.04365361743822538;1655164800;0.021659998;9.183007;6.0560346;3.06;4.64;1.246452;192568736;1640908800;EUR
HIGH CO;Communication Services;Advertising Agencies;hco.pa;4.940000057220459;4.37 - 5.83;7116;0.0661;0.03981106566572049;1652918400;0.081420004;7.967742;9.88;0.62;0.5;1.016083;100697456;1640908800;EUR
HOEGH AUTOLINERS ASA;Industrials;Marine Shipping;hauto.ol;42.45000076293945;20.19 - 44.40;631612;0.0184;0.0;1662336000;0.20283002;2.580547;3.5702271;16.45;11.89;N/A;8098186752;1656547200;NOK
HOFSETH BIOCARE;Healthcare;Biotechnology;hbc.ol;3.4000000953674316;3.30 - 7.70;20830;N/A;0.0;N/A;-1.3320199;N/A;N/A;-0.378;N/A;0.818353;1343258496;1648684800;NOK
Holcim Ltd;Basic Materials;Building Materials;holn.pa;45.29999923706055;36.87 - 48.17;11121;0.045;0.04562178148947735;1652054400;0.09033;10.225734;N/A;4.43;N/A;1.157994;27542851584;1656547200;EUR
Holland Colours;Basic Materials;Specialty Chemicals;holco.as;151.0;139.52 - 192.45;211;0.039100002;0.0352317880794702;1657497600;0.09215;12.764159;25.250835;11.83;5.98;0.777672;129913000;1648684800;EUR
HOME INVEST BELGIUM;Real Estate;REIT—Residential;homi.br;22.549999237060547;21.70 - 25.05;4675;0.0127;0.043636365112723036;1652054400;1.55624;7.1360755;22.326733;3.16;1.01;0.27105;404030592;1640908800;EUR
HOSTELWORLD GROUP PLC;Consumer Cyclical;Travel Services;hsw.ir;1.0099999904632568;0.70 - 1.21;557;N/A;0.020597029897454048;1586995200;-0.71357;N/A;N/A;-0.31;N/A;1.935193;118680048;1656547200;EUR
HOTELS DE PARIS;Consumer Cyclical;Lodging;hdp.pa;1.5299999713897705;1.40 - 2.50;326;N/A;0.0;N/A;0.22248;2.8867927;N/A;0.53;N/A;0.357615;11302079;1640908800;EUR
HUNTER DOUGLAS gewone aandelen;Consumer Cyclical;Furnishings, Fixtures & Appliances;hdg.as;174.8000030517578;93.00 - 175.60;4314;N/A;0.004004576589124727;1591315200;0.1374;9.636164;N/A;18.14;N/A;0.974456;6081292288;1640908800;EUR
HYBRID SOFTWARE GROUP PLC;Technology;Software—Application;hysg.br;4.710000038146973;4.50 - 5.90;1126;N/A;0.0;N/A;0.058480002;58.875;N/A;0.08;N/A;0.857142;154656144;1656547200;EUR
HYDRATEC Gewone aandelen;Industrials;Farm & Heavy Construction Machinery;hydra.as;82.5;64.16 - 93.50;42;0.056399997;0.02727272727272727;1653609600;0.05085;8.00194;N/A;10.31;N/A;0.830652;106656000;1656547200;EUR
HYLORIS;Healthcare;Biotechnology;hyl.br;14.680000305175781;12.70 - 19.10;2690;N/A;0.0;N/A;0.0;N/A;N/A;-0.45;N/A;0.555508;411045888;1640908800;EUR
ION BEAM APPLICATIONS;Healthcare;Medical Devices;ibab.br;16.639999389648438;13.45 - 20.20;7346;0.0113;0.009334936239839319;1656460800;0.01239;128.0;46.222218;0.13;0.36;0.633396;490279264;1640908800;EUR
Ibersol-SGPS;Consumer Cyclical;Restaurants;ibs.ls;6.119999885559082;4.49 - 6.46;2519;0.0221;0.007352941313966888;1655424000;0.11125;4.4347825;10.551724;1.38;0.58;1.209082;259488000;1648684800;EUR
ICADE;Real Estate;REIT—Diversified;icad.pa;44.13999938964844;41.94 - 68.50;56482;0.0938;0.09228213388441048;1656892800;0.31799;6.190743;8.265917;7.13;5.34;1.306527;3339830784;1656547200;EUR
ID LOGISTICS GROUP;Industrials;Specialty Business Services;idl.pa;301.5;231.00 - 370.00;1643;N/A;0.0;N/A;0.017339999;56.67293;57.648182;5.32;5.23;0.873226;1710701952;1640908800;EUR
IDEX BIOMETRICS;Technology;Software—Application;idex.ol;0.8389999866485596;0.83 - 3.82;4796244;N/A;0.0;N/A;0.0;N/A;-8.389999;-0.351;-0.1;2.253547;849579776;1656547200;NOK
IDI;Financial Services;Asset Management;idip.pa;46.099998474121094;37.72 - 56.60;711;0.1154;0.04989154178152822;1652745600;0.86353;2.5568495;14.823152;18.03;3.11;0.693945;322709216;1640908800;EUR
IEP INVEST;Real Estate;Real Estate—Development;iep.br;10.699999809265137;7.11 - 11.20;241;0.1887;0.06258567089756412;1648512000;0.51404;8.699186;N/A;1.23;N/A;0.272469;94232648;1640908800;EUR
IEX GROUP N.V.;Financial Services;Asset Management;iex.as;1.6100000143051147;1.48 - 2.20;5925;N/A;0.0;1450396800;0.14371;10.0625;N/A;0.16;N/A;0.549668;6329087;1640822400;EUR
IMCD;Basic Materials;Specialty Chemicals;imcd.as;147.8000030517578;118.45 - 208.90;111647;0.011;0.012313937499464446;1651622400;0.068119995;30.286884;26.726944;4.88;5.53;1.00473;8414490624;1656547200;EUR
IMERYS;Basic Materials;Building Materials;nk.pa;30.020000457763672;27.46 - 40.65;46488;0.0508;0.049078391434611214;1652745600;0.06072;9.530159;8.026738;3.15;3.74;1.895458;2535492096;1656547200;EUR
IMMO MOURY (D);Real Estate;Real Estate Services;immou.br;43.0;41.40 - 47.40;65;0.0417;0.04829457364341085;1634169600;1.42071;6.1079545;N/A;7.04;N/A;0.248344;19871332;1648684800;EUR
IMMOB.DASSAULT;Real Estate;REIT—Diversified;imda.pa;58.599998474121094;54.81 - 65.57;117;0.022;0.020136519295663652;1653264000;4.00027;3.8859415;17.235292;15.08;3.4;0.6807;394369184;1656547200;EUR
IMMOBEL;Real Estate;Real Estate—Development;immo.br;62.0;56.30 - 75.78;1568;0.048499998;0.04559139784946237;1650844800;0.24281;6.7027025;6.231156;9.25;9.95;0.396877;618164160;1640908800;EUR
Imob.Const.Grão Pará;Industrials;Engineering & Construction;gpa.ls;0.20600000023841858;0.10 - 0.26;1;N/A;0.0;N/A;-2.05879;N/A;N/A;-0.933;N/A;0.091769;407134;1640908800;EUR
Impresa, SGPS - Nom.;Communication Services;Broadcasting;ipr.ls;0.21299999952316284;0.19 - 0.28;102461;N/A;0.0;N/A;0.03828;3.0428572;3.55;0.07;0.06;1.379848;35784000;1656547200;EUR
Inapa-Inv.Part.Gestão;Basic Materials;Paper & Paper Products;ina.ls;0.02199999988079071;0.02 - 0.04;103004;N/A;0.0;N/A;0.0033500001;N/A;N/A;0.0;N/A;0.49385;11576972;1640908800;EUR
INCLUSIO SA/NV;Real Estate;Real Estate Services;inclu.br;15.699999809265137;13.65 - 20.59;786;0.0308;0.010615711381621205;1653264000;1.95481;8.051282;N/A;1.95;N/A;N/A;117728800;1640908800;EUR
INDLE FIN.ENTREPRISES;Industrials;Engineering & Construction;infe.pa;46.599998474121094;42.01 - 54.00;30;0.0365;0.020743920564793506;1656892800;0.02943;9.728601;N/A;4.79;N/A;0.495742;54724708;1640908800;EUR
INFOTEL;Technology;Information Technology Services;inf.pa;51.20000076293945;42.67 - 56.86;332;0.0313;0.027669270421029072;1653609600;0.052010003;25.728643;17.474403;1.99;2.93;0.856196;352686592;1640908800;EUR
ING GROEP N.V.;Financial Services;Banks—Diversified;inga.as;9.005999565124512;7.22 - 12.79;11710573;0.0644;0.06891702161192428;1659916800;0.2308;8.577143;6.8227267;1.05;1.32;1.890728;33753946112;1656547200;EUR
INNATE PHARMA;Healthcare;Biotechnology;iph.pa;2.7739999294281006;2.31 - 8.30;81743;N/A;0.0;N/A;-2.13776;N/A;N/A;-0.664;N/A;0.242194;221623184;1640908800;EUR
INPOST S.A.;Industrials;Specialty Business Services;inpst.as;5.340000152587891;3.96 - 16.80;715389;N/A;0.0;N/A;0.08755;29.666666;13.692308;0.18;0.39;N/A;2670000128;1648684800;EUR
INTEROIL EXPLORATION AND PRODUC;Energy;Oil & Gas E&P;iox.ol;1.399999976158142;0.80 - 5.17;1250232;N/A;0.0;N/A;0.01447;140.0;140.0;0.01;0.01;1.810785;255026800;1656547200;NOK
INTERPARFUMS;Consumer Defensive;Household & Personal Products;itp.pa;49.20000076293945;40.41 - 67.07;17880;0.0177;0.01367947133258926;1652659200;0.12677;41.69492;36.99248;1.18;1.33;1.063859;3088736768;1640908800;EUR
INTERTRUST;Financial Services;Asset Management;inter.as;19.34000015258789;11.34 - 21.25;27183;N/A;0.0051706307761646515;1572998400;0.04978;62.387096;14.325926;0.31;1.35;0.393093;1747409536;1656547200;EUR
INTERVEST OFF-WARE;Real Estate;REIT—Diversified;into.br;25.75;21.76 - 28.04;16551;0.0586;0.05941747572815534;1651708800;1.64668;5.9195404;N/A;4.35;N/A;0.356196;684365504;1656547200;EUR
INTEXA;Consumer Cyclical;Apparel Manufacturing;itxt.pa;3.0;2.90 - 9.00;0;N/A;0.0;1091404800;0.30224;37.5;N/A;0.08;N/A;-0.056764;3036000;1656547200;EUR
INVENTIVA;Healthcare;Biotechnology;iva.pa;4.75;4.53 - 13.18;26191;N/A;0.0;N/A;0.0;N/A;-3.006329;-1.267;-1.58;1.115421;194149600;1640908800;EUR
IPSEN;Healthcare;Drug Manufacturers—Specialty & Generic;ipn.pa;95.8499984741211;76.03 - 119.47;57223;0.0123000005;0.01112849956856974;1653955200;0.23024;10.830508;10.879682;8.85;8.81;0.846736;7911314944;1656547200;EUR
IPSOS;Industrials;Consulting Services;ips.pa;48.400001525878906;35.18 - 51.70;24712;0.023699999;0.017217630311184184;1656633600;0.086780004;11.17783;18.473284;4.33;2.62;1.087038;2149865216;1656547200;EUR
IRISH CONTINENTAL GROUP PLC;Industrials;Marine Shipping;ir5b.ir;4.005000114440918;3.06 - 4.73;102425;0.024300002;0.018651684860295645;1654732800;-0.01465;N/A;N/A;-0.026;N/A;1.35218;712769856;1640908800;EUR
IRISH RESIDENTIAL PROPERTIES RE;Real Estate;REIT—Residential;ires.ir;1.2400000095367432;1.22 - 1.73;372998;0.0467;0.040483870656383654;1646265600;0.76464;9.538462;13.777778;0.13;0.09;0.733207;656523008;1656547200;EUR
ITERA;Technology;Information Technology Services;itera.ol;12.600000381469727;9.66 - 16.20;5401;0.0163;0.038359787198431416;1653868800;0.06205;21.355934;14.651163;0.59;0.86;0.686376;1014232000;1648684800;NOK
ITESOFT;Technology;Software—Infrastructure;ite.pa;3.680000066757202;3.16 - 4.28;38;N/A;0.0;1545177600;-0.04717;N/A;-36.8;-0.154;-0.1;0.474929;21128278;1640908800;EUR
J.MARTINS,SGPS;Consumer Defensive;Food Distribution;jmt.ls;22.81999969482422;16.26 - 23.30;469976;0.033800002;0.024919661449235048;1652659200;0.02352;29.25641;23.525772;0.78;0.97;0.379375;14340862976;1656547200;EUR
JACQUES BOGART;Consumer Defensive;Household & Personal Products;jbog.pa;10.850000381469727;9.00 - 12.59;1595;0.0215;0.028264207915643044;1656979200;0.00306;217.0;16.19403;0.05;0.67;1.206717;159740208;1640908800;EUR
JACQUET METALS;Basic Materials;Steel;jcq.pa;16.520000457763672;14.94 - 24.17;11313;0.060599998;0.03631961158439474;1656547200;0.07461;2.2754822;3.671111;7.26;4.5;1.322138;379887328;1648684800;EUR
JC DECAUX SA.;Communication Services;Advertising Agencies;dec.pa;14.800000190734863;14.15 - 25.96;80292;N/A;0.0;1558396800;0.04427;25.084747;17.209303;0.59;0.86;1.547303;3147841536;1656547200;EUR
JDE PEET'S;Consumer Defensive;Packaged Foods;jdep.as;31.440000534057617;23.08 - 32.06;192761;0.0222;0.011132315332528694;1674432000;0.11658;17.863636;18.93976;1.76;1.66;0.557456;15806333952;1656547200;EUR
JENSEN-GROUP;Industrials;Specialty Industrial Machinery;jen.br;31.5;23.43 - 33.48;2159;0.0156;0.018518518518518517;1653264000;0.05404;14.788732;11.666666;2.13;2.7;1.02649;244766976;1656547200;EUR
JINHUI SHIPPING AND TRANSPORTAT;Industrials;Marine Shipping;jin.ol;10.0600004196167;9.40 - 18.62;134459;0.068;0.0033134524794188216;1653264000;1.40968;0.5449621;47.904766;18.46;0.21;0.509933;1099145600;1648684800;NOK
JUST EAT TAKEAWAY.COM N.V.;Consumer Cyclical;Internet Retail;tkwy.as;19.101999282836914;13.10 - 83.56;3990974;N/A;0.0;N/A;-0.72749;N/A;-10.978161;-5.53;-1.74;0.614947;4077818368;1656547200;EUR
KAHOOT! ASA;Technology;Software—Application;kahot.ol;23.0;17.60 - 75.40;5108278;N/A;0.0;N/A;-0.04913;766.6667;28.04878;0.03;0.82;0.876098;11251921920;1656547200;NOK
KAUFMAN ET BROAD;Consumer Cyclical;Residential Construction;kof.pa;24.5;23.90 - 37.14;19107;0.078200005;0.12448979591836735;1654041600;0.03507;11.778847;6.1868687;2.08;3.96;0.993377;510185536;1653955200;EUR
KBC;Financial Services;Banks—Regional;kbc.br;47.849998474121094;46.05 - 78.73;589702;0.0424;0.08039011053985873;1668384000;0.31068;8.365385;7.844262;5.72;6.1;1.407284;19947898880;1656547200;EUR
KBC ANCORA ord;Financial Services;Asset Management;kbca.br;32.880001068115234;27.29 - 39.96;36560;0.2748;0.0911394942007051;1654560000;0.0;3.3827162;13.4754095;9.72;2.44;1.647587;2563867392;1640908800;EUR
KENDRION N.V.;Consumer Cyclical;Auto Parts;kendr.as;15.65999984741211;14.28 - 24.50;4637;0.044499997;0.023201362507891458;1649808000;0.028369999;17.021738;8.510869;0.92;1.84;1.325922;232411616;1648684800;EUR
KENMARE RESOURCES PLC;Basic Materials;Other Industrial Metals & Mining;kmr.ir;5.300000190734863;4.54 - 6.42;6054;0.0639;0.03200628815634308;1663804800;0.30114;3.81295;N/A;1.39;N/A;0.42999;503086624;1656547200;EUR
KERING;Consumer Cyclical;Luxury Goods;ker.pa;543.5999755859375;432.75 - 724.75;131730;0.0222;0.0220750561790688;1651536000;0.18868999;18.259993;N/A;29.77;N/A;1.007568;67146555392;1656547200;EUR
KERRY GROUP PLC;Consumer Defensive;Packaged Foods;krz.ir;106.9000015258789;87.90 - 125.32;170528;0.0093;0.008116619778126171;1665619200;0.09757;24.860464;22.793177;4.3;4.69;0.47824;18915100672;1656547200;EUR
Keyware Technologies;Technology;Software—Infrastructure;keyw.br;1.0099999904632568;0.90 - 1.17;926;N/A;0.013201320256664291;1568160000;0.03692;101.0;10.099999;0.01;0.1;0.713812;22741766;1640908800;EUR
KID;Consumer Cyclical;Specialty Retail;kid.ol;91.5;78.70 - 118.76;20256;0.0879;0.08597449908925318;1652400000;0.124309994;9.551148;9.8918915;9.58;9.25;0.987228;3719035904;1648684800;NOK
KINEPOLIS GROUP;Communication Services;Entertainment;kin.br;43.79999923706055;43.38 - 61.30;23563;N/A;0.007610350208665976;1589500800;0.06447;40.183483;12.443182;1.09;3.52;1.87228;1181189632;1656547200;EUR
KINGSPAN GROUP PLC;Industrials;Building Products & Equipment;krx.ir;57.720001220703125;51.80 - 106.35;503093;0.009;0.006525756387745244;1662595200;0.08063;16.926685;15.98892;3.41;3.61;0.747871;10486395904;1656547200;EUR
KITRON;Technology;Electronic Components;kit.ol;20.299999237060547;16.57 - 24.76;190569;0.0126;0.04022988656944012;1651104000;0.035550002;22.808989;12.155688;0.89;1.67;1.018921;3998389248;1656547200;NOK
KLAVENESS COMBINATION CARRIERS;Industrials;Marine Shipping;kcc.ol;70.0;41.92 - 75.60;34826;0.0469;0.007317023809523809;1652659200;0.15449001;11.128776;5.2434454;6.29;13.35;0.645538;3663233024;1648684800;NOK
KLEPIERRE;Real Estate;REIT—Retail;li.pa;20.81999969482422;16.58 - 24.85;725024;0.0794;0.07845020928311418;1652313600;0.47617;8.164706;8.532786;2.55;2.44;1.857142;5941694976;1656547200;EUR
KMC PROPERTIES ASA;Real Estate;Real Estate Services;kmcp.ol;8.260000228881836;6.70 - 11.15;52186;N/A;0.0;1464307200;1.17225;6.2105265;30.592592;1.33;0.27;N/A;2351159552;1656547200;NOK
KOMPLETT ASA;Consumer Cyclical;Internet Retail;kompl.ol;22.5;18.30 - 57.05;46275;N/A;0.08592592592592592;1654214400;0.00664;0.80877066;6.7164183;27.82;3.35;N/A;2418704896;1656547200;NOK
KOMPLETT BANK;Financial Services;Banks—Regional;komp.ol;6.0;5.76 - 9.00;65532;N/A;0.02333333333333333;1618531200;-0.44807;N/A;7.058823;-1.316;0.85;1.837748;1124448000;1656547200;NOK
KONGSBERG AUTOMOTIVE;Consumer Cyclical;Auto Parts;koa.ol;2.619999885559082;2.19 - 3.34;4409164;N/A;0.0;1180915200;0.010199999;52.399998;6.3902435;0.05;0.41;1.606906;2667238400;1656547200;NOK
KONGSBERG GRUPPEN;Industrials;Aerospace & Defense;kog.ol;351.0;219.45 - 405.43;103431;0.0094;0.02801519468186135;1652313600;0.07406;29.25;20.289019;12.0;17.3;0.363765;62154731520;1656547200;NOK
KORIAN SE;Healthcare;Medical Care Facilities;kori.pa;13.619999885559082;13.41 - 33.95;152668;0.0251;0.015907978596710007;1656374400;0.01783;23.48276;9.14094;0.58;1.49;1.046357;1416030592;1656547200;EUR
KPN KON;Communication Services;Telecom Services;kpn.as;3.2290000915527344;2.45 - 3.41;10771457;0.0427;0.04098275923854124;1659052800;0.13409;18.994118;17.938889;0.17;0.18;0.157048;13333057536;1656547200;EUR
L'OREAL;Consumer Defensive;Household & Personal Products;or.pa;360.6499938964844;300.45 - 427.50;265380;0.013300001;0.015619945733175976;1651017600;0.15391;36.1011;32.374325;9.99;11.14;0.592242;193571307520;1656547200;EUR
LACROIX GROUP;Technology;Scientific & Technical Instruments;lacr.pa;30.899999618530273;28.00 - 45.17;735;0.0272;0.026044951777843384;1657238400;0.04309;5.9195404;7.3923445;5.22;4.18;1.157994;144607680;1640908800;EUR
LAGARDERE SA;Consumer Cyclical;Travel Services;mmb.pa;15.979999542236328;15.76 - 25.12;17956;0.030299999;0.031289112285545616;1650844800;0.00114;177.55554;9.290697;0.09;1.72;1.24456;2246675968;1656547200;EUR
LATECOERE;Industrials;Aerospace & Defense;lat.pa;0.4050000011920929;0.32 - 0.60;189537;N/A;0.0;1214352000;-0.2945;N/A;N/A;-0.4;0.0;2.092242;216885200;1640908800;EUR
LAURENT-PERRIER;Consumer Defensive;Beverages—Wineries & Distilleries;lpe.pa;99.5999984741211;87.29 - 105.14;293;0.012200001;0.009471218351257688;1658966400;0.16440001;11.773049;12.639593;8.46;7.88;0.419583;588193792;1648684800;EUR
LAVIDE HOLDING;Financial Services;Shell Companies;lvide.as;0.42399999499320984;0.39 - 0.76;4108;N/A;0.0;N/A;0.0;N/A;N/A;-0.009;N/A;0.611163;2397575;1640908800;EUR
L.D.C.;Consumer Defensive;Packaged Foods;loup.pa;99.4000015258789;83.80 - 108.00;1377;0.0202;0.015425888428524099;1661731200;0.03257;10.375783;10.1636;9.58;9.78;0.379848;1738635264;1646006400;EUR
LEBON;Financial Services;Asset Management;lbon.pa;83.19999694824219;70.65 - 84.44;461;0.03;0.010016026008411285;1653609600;0.08773;13.936348;9.122807;5.97;9.12;1.007568;95026048;1640908800;EUR
LECTRA;Technology;Software—Application;lss.pa;32.150001525878906;31.90 - 44.43;12819;0.0108;0.010368065863543401;1651622400;0.081099994;30.619051;N/A;1.05;N/A;1.186376;1213543552;1656547200;EUR
LEGRAND;Industrials;Electrical Equipment & Parts;lr.pa;75.81999969482422;67.44 - 100.26;343567;0.0216;0.026642047060544807;1653868800;0.12725;20.944752;17.756441;3.62;4.27;1.003311;20218843136;1656547200;EUR
LERØY SEAFOOD GROUP;Consumer Defensive;Packaged Foods;lsg.ol;68.25;61.05 - 87.18;583395;0.0353;0.029304029304029307;1653350400;0.118549995;14.490446;12.804878;4.71;5.33;0.577105;40641232896;1648684800;NOK
LHYFE S.A.;Utilities;Utilities—Renewable;lhyfe.pa;8.149999618530273;6.66 - 8.99;12189;N/A;0.0;N/A;0.0;N/A;N/A;-0.451;N/A;N/A;382623744;N/A;EUR
LINEDATA SERVICES;Technology;Software—Application;lin.pa;36.20000076293945;33.40 - 42.90;367;0.0442;0.035911601453083496;1657065600;0.17658001;8.190045;12.312925;4.42;2.94;0.659886;222747296;1640908800;EUR
LINK MOBILITY GROUP HOLDING;Communication Services;Telecom Services;link.ol;8.149999618530273;7.95 - 42.00;1352255;N/A;0.0;N/A;0.01361;40.749996;10.723684;0.2;0.76;N/A;2398153728;1656547200;NOK
Lisgráfica-Imp.A.Gráficas;Industrials;Specialty Business Services;lig.ls;0.004000000189989805;0.00 - 0.01;26605;N/A;0.0;N/A;0.055430003;N/A;N/A;0.0;N/A;0.666035;741236;1640908800;EUR
LISI;Industrials;Aerospace & Defense;fii.pa;21.149999618530273;17.70 - 30.45;15078;0.0139999995;0.006776989877945617;1651622400;0.03675;23.764046;12.589286;0.89;1.68;2.158467;1120034176;1656547200;EUR
LNA SANTE;Healthcare;Medical Care Facilities;lna.pa;31.75;31.20 - 58.05;4260;0.0136;0.011338582677165357;1657152000;0.0341;14.366515;10.241936;2.21;3.1;0.816461;333619488;1640908800;EUR
LOTUS BAKERIES;Consumer Defensive;Packaged Foods;lotb.br;5770.0;4,418.03 - 6,029.54;498;0.0069999998;0.00805892547660312;1652659200;0.11734;49.88329;40.363766;115.67;142.95;0.168874;4678102528;1656547200;EUR
BOLS;Consumer Defensive;Beverages—Wineries & Distilleries;bols.as;10.350000381469727;9.00 - 12.26;3464;N/A;0.011272141291467246;1574640000;0.1279;11.629214;8.922415;0.89;1.16;1.065279;154968480;1648684800;EUR
LUMIBIRD;Healthcare;Diagnostics & Research;lbird.pa;20.899999618530273;15.88 - 24.35;3956;N/A;0.0;N/A;0.08329;33.174603;21.32653;0.63;0.98;1.613581;467407584;1640908800;EUR
LVMH;Consumer Cyclical;Luxury Goods;mc.pa;686.7999877929688;535.00 - 749.88;304296;0.0176;0.012327703577681025;1669852800;0.18357;26.054626;22.525417;26.36;30.49;0.96263;344227577856;1656547200;EUR
LYSOGENE;Healthcare;Biotechnology;lys.pa;0.6859999895095825;0.61 - 2.74;71352;N/A;0.0;N/A;-1.95813;N/A;-0.5119403;-0.807;-1.34;0.703405;11794398;1640908800;EUR
M.R.M;Real Estate;REIT—Diversified;mrm.pa;27.200000762939453;18.50 - 27.80;253;0.0647;0.0612745080852179;1655078400;0.55338;11.102041;N/A;2.45;N/A;0.790444;59358832;1656547200;EUR
MAAT PHARMA;Healthcare;Biotechnology;maat.pa;10.100000381469727;9.50 - 14.40;704;N/A;0.0;N/A;0.0;N/A;N/A;-6.956;N/A;N/A;99877488;1640908800;EUR
MAGNORA;Utilities;Utilities—Renewable;mgn.ol;26.649999618530273;14.54 - 27.10;524321;N/A;0.004127579796418264;1595203200;0.0;N/A;888.3333;-1.279;0.03;2.028855;1540612480;1656547200;NOK
MAGSEIS FAIRFIELD;Energy;Oil & Gas Equipment & Services;mseis.ol;8.600000381469727;3.18 - 8.78;756674;N/A;0.0;N/A;-0.098400004;N/A;20.476192;-1.079;0.42;2.597445;2331279616;1648684800;NOK
MAISONS DU MONDE;Consumer Cyclical;Home Improvement Retail;mdm.pa;10.430000305175781;8.59 - 20.62;61103;0.0544;0.027165227712671502;1654646400;0.05026;8.277778;6.398773;1.26;1.63;1.765846;442942304;1656547200;EUR
MAJOREL GROUP LUXEMBOURG S.A.;Industrials;Specialty Business Services;maj.as;23.100000381469727;20.70 - 32.81;12779;0.0139999995;0.00461760454135023;1655856000;0.04415;29.240505;12.905028;0.79;1.79;N/A;2310000128;1640908800;EUR
MALTERIES FCO-BEL.;Consumer Defensive;Beverages—Brewers;malt.pa;500.0;470.00 - 875.00;7;N/A;0.03390666666666667;1608681600;0.23534;12.459506;N/A;40.13;N/A;0.432355;247992000;1640908800;EUR
MANITOU BF;Industrials;Specialty Industrial Machinery;mtu.pa;17.139999389648438;17.00 - 32.25;14464;0.0463;0.03695060419406023;1655683200;0.026500002;12.984847;5.9513884;1.32;2.88;1.490539;655868928;1656547200;EUR
MANUTAN INTL;Industrials;Industrial Distribution;man.pa;71.5999984741211;61.49 - 78.80;208;0.023;0.022113594512234647;1647993600;0.05658;11.100776;10.05618;6.45;7.12;1.058656;543909376;1648684800;EUR
MAREL;Industrials;Specialty Industrial Machinery;marel.as;3.880000114440918;3.72 - 6.44;62250;0.012999999;0.014054982403316556;1647561600;0.056739997;35.272728;N/A;0.11;N/A;0.272222;2921104640;1656547200;EUR
MAROC TELECOM;Communication Services;Telecom Services;iam.pa;11.5;6.34 - 13.90;187;0.0376;0.5536231884057972;1662076800;0.10113;30.263159;16.666666;0.38;0.69;0.456837;10108626944;1656547200;EUR
Martifer, SGPS, SA;Industrials;Engineering & Construction;mar.ls;1.2799999713897705;0.64 - 1.68;13585;N/A;0.0;1272844800;0.05311;11.636363;N/A;0.11;N/A;0.375118;125163640;1640908800;EUR
MAUNA KEA TECHNOLOGIES;Healthcare;Medical Devices;mkea.pa;0.7900000214576721;0.37 - 1.33;426124;N/A;0.0;N/A;-1.5745399;N/A;N/A;-0.353;N/A;1.968306;35170404;1640908800;EUR
MAUREL ET PROM;Energy;Oil & Gas E&P;mau.pa;5.010000228881836;1.83 - 5.46;301825;0.028399998;0.009314703499940166;1656633600;0.33754003;4.356522;N/A;1.15;N/A;1.396404;990056192;1656547200;EUR
MARIE BRIZARD WINE AND SPIRITS;Consumer Defensive;Beverages—Wineries & Distilleries;mbws.pa;2.509999990463257;1.11 - 2.81;96506;N/A;0.0;1221177600;0.03338;41.833336;50.2;0.06;0.05;0.631031;280685760;1640908800;EUR
MCPHY ENERGY;Industrials;Specialty Industrial Machinery;mcphy.pa;13.194999694824219;12.46 - 24.32;60595;N/A;0.0;N/A;-2.6407502;N/A;-14.037233;-0.85;-0.94;2.199621;367677344;1656547200;EUR
MDXHEALTH;Healthcare;Diagnostics & Research;mdxh.br;0.8059999942779541;0.62 - 1.34;67616;N/A;0.0;N/A;-1.33504;N/A;-0.89555556;-0.215;-0.9;1.010406;131282080;1648684800;EUR
MEDIA 6;Industrials;Business Equipment & Supplies;edi.pa;9.949999809265137;9.00 - 11.75;34;N/A;0.016080402318300838;1592956800;0.024400001;N/A;N/A;-0.39;N/A;0.833017;26235264;1648684800;EUR
